location,total_sqft,bath,price,rooms
Sarjapur  Road,1249,3.0,44.71,3.0
Kalena Agrahara,1450,2.0,85.0,3.0
Konanakunte,2791,3.0,223.0,3.0
Hosapalya,600,1.0,90.0,1.0
Ashwini layout,834,1.0,60.0,1.0
Doddagubbi,1125,4.0,70.0,3.0
Arekere,2060,3.0,140.0,3.0
Malleshwaram,12000,7.0,2200.0,7.0
Gottigere,891,2.0,25.0,2.0
Raja Rajeshwari Nagar,1133,2.0,49.07,2.0
Bisuvanahalli,1075,2.0,37.0,3.0
Sector 6 HSR Layout,3000,5.0,260.0,4.0
Brookefield,2440,5.0,425.0,4.0
Vidyaranyapura,1200,2.0,55.0,2.0
Thanisandra,1075,2.0,45.8,2.0
Kaggadasapura,1140,2.0,40.0,2.0
Margondanahalli,940,4.0,150.0,5.0
ITI Layout,2160,5.0,250.0,6.0
Raja Rajeshwari Nagar,1090,2.0,42.0,2.0
R.T. Nagar,1500,4.0,70.0,4.0
Whitefield,4104,4.0,360.0,4.0
Whitefield,1790,3.0,100.0,3.0
Hebbal,1920,3.0,134.0,3.0
HRBR Layout,1374,2.0,95.0,2.0
Bannerghatta Road,1445,3.0,95.0,3.0
Kanakapura,711,1.0,36.0,1.0
Tumkur Road,1500,3.0,95.0,3.0
Whitefield,1720,3.0,100.0,3.0
Vasanthapura,1400,3.0,60.0,3.0
Kundalahalli,1030,2.0,49.0,2.0
Mysore Road,1200,2.0,85.0,2.0
Hosahalli,1375,3.0,70.0,3.0
Hegde Nagar,1050,1.0,56.0,2.0
Jalahalli,2250,3.0,160.0,3.0
Bellandur,1000,2.0,50.0,2.0
Jalahalli West,469,1.0,25.0,1.0
Marathahalli,3800,4.0,250.0,4.0
Kambipura,883,2.0,29.0,2.0
GM Palaya,1820,2.0,86.0,3.0
Singasandra,1440,2.0,65.0,3.0
near Ramanashree California resort,3600,4.0,160.0,6.0
Malleshwaram,2500,5.0,325.0,4.0
Mahadevpura,1225,2.0,48.0,2.0
"6th block banashankari 3rd stage, 100 feet ORR",4000,3.0,660.0,3.0
Chikkalasandra,875,2.0,52.8,2.0
Jalahalli East,750,1.0,40.0,1.0
6th Phase JP Nagar,1180,2.0,80.0,2.0
Haralur Road,1194,2.0,47.0,2.0
Hennur Road,1500,2.0,62.0,3.0
Poornapragna Housing Society Layout,1160,2.0,52.2,2.0
Arekere,4125Perch,9.0,265.0,9.0
Hosakerehalli,2378,3.0,262.0,3.0
Sarjapur,1128,2.0,60.0,2.0
Hebbal,1500,3.0,150.0,3.0
Huskur,1220,2.0,35.23,3.0
Sarjapur  Road,1210,2.0,58.0,2.0
Kanakpura Road,1100,2.0,58.0,3.0
Bommasandra,1200,3.0,46.0,3.0
Haralur Road,3385,5.0,260.0,4.0
Nagondanahalli,1641,3.0,66.0,3.0
Horamavu Agara,1200,2.0,45.0,2.0
Raja Rajeshwari Nagar,1260,2.0,67.39,2.0
Mahadevpura,1720,3.0,78.0,3.0
Yelahanka,1120 - 1145,2.0,48.13,2.0
Yelahanka,1210,2.0,45.98,2.0
Indira Nagar,2200,4.0,200.0,4.0
Bisuvanahalli,1075,2.0,45.0,3.0
Thanisandra,1702,3.0,130.0,3.0
Shanthala Nagar,1630,2.0,200.0,2.0
Raja Rajeshwari Nagar,1141,2.0,38.55,2.0
Shantiniketan Layout,2072,3.0,108.0,3.0
JP Nagar,4400 - 6640,,375.0,5.0
Herohalli,1200,2.0,70.0,3.0
Teachers Colony,1350,3.0,77.0,3.0
Bettahalsoor,3090 - 5002,4.0,445.0,4.0
Srinivasa Nagar,1180,2.0,78.34,3.0
Yelahanka,35000,3.0,130.0,3.0
Langford Town,1355,2.0,115.0,2.0
Sulthangunta,600,1.0,50.0,1.0
Hormavu,1200,7.0,150.0,7.0
Bannerghatta Road,1640,2.0,120.0,3.0
Byrathi Village,1200,5.0,100.0,5.0
Kodichikkanahalli,1190,2.0,57.0,3.0
OMBR Layout,2400,4.0,375.0,4.0
Marathahalli,1019,2.0,49.85,2.0
Ambedkar Colony,1875,3.0,165.0,3.0
Akshaya Nagar,1250,3.0,40.0,3.0
Brookefield,1200,3.0,140.0,3.0
Whitefield,1140,2.0,56.0,2.0
Lingadheeranahalli,1683,3.0,109.0,3.0
Kaggadasapura,1515,3.0,83.3,3.0
Hoodi,2118,4.0,111.0,4.0
Bannerghatta Road,1380,3.0,58.0,4.0
Varthur Road,1083,2.0,61.75,2.0
Anjappa Layout,600,2.0,55.0,2.0
Avalahalli,2300,3.0,120.0,3.0
Prakruthi Nagar,1240,2.0,60.0,2.0
Surabhi Layout,1750,3.0,120.0,3.0
Sadaramangala,1230,2.0,43.48,2.0
Anjanapura,1500,3.0,139.0,3.0
Abbigere,985,2.0,40.39,2.0
Tindlu,1500,2.0,87.0,3.0
Electronic City,1125,2.0,32.49,2.0
Maruthi Sevanagar,950,2.0,44.0,2.0
JP Nagar,4400 - 6800,,548.5,5.0
Kothanur,1580,3.0,76.0,3.0
B Narayanapura,1092,2.0,98.5,3.0
Electronic City Phase II,1090,2.0,28.34,2.0
Hennur Road,2264,3.0,159.0,3.0
Dommasandra,1033,2.0,25.53,3.0
Kammasandra,810,2.0,24.5,2.0
Green Garden Layout,1045,2.0,45.0,2.0
Hebbal,1337,2.0,82.0,2.0
Chandapura,1200,2.0,32.0,2.0
Koramangala,1580,3.0,160.0,3.0
Begur Road,1500,2.0,54.0,3.0
Whitefield,1640,4.0,91.0,3.0
Silver Springs Layout,1570,3.0,62.0,3.0
Gubbalala,1470,2.0,82.0,3.0
Kengeri,1160,2.0,40.61,2.0
7th Phase JP Nagar,1050,2.0,71.0,2.0
Dairy Circle,1855,3.0,225.0,3.0
Bannerghatta Road,1460,2.0,90.0,3.0
Hulimavu,1823,3.0,100.0,3.0
Electronic City,1094,2.0,42.0,2.0
Budigere,1153,2.0,57.0,2.0
Hoysalanagar,1325,3.0,57.0,3.0
Parappana Agrahara,1200,3.0,85.0,4.0
Jakkur,1590,2.0,125.0,3.0
Jeevan bima nagar,1210,4.0,160.0,5.0
Raja Rajeshwari Nagar,1200,4.0,220.0,4.0
Narayana Nagar 1st Block,1202,2.0,48.0,2.0
Haralur Road,1202,2.0,53.0,2.0
KSRTC Layout,1200,2.0,62.5,2.0
Panathur,1688,3.0,118.0,3.0
Kaval Byrasandra,1020,2.0,52.0,2.0
Sarjapur,1185,2.0,47.0,2.0
Ramagondanahalli,1235,2.0,52.04,2.0
Hosakerehalli,3205,5.0,500.0,4.0
Banashankari,1077,2.0,37.64,2.0
Kengeri Satellite Town,1415,2.0,66.0,3.0
EPIP Zone,2330,3.0,162.0,3.0
Whitefield,805,2.0,35.0,2.0
P&T Colony,425,1.0,20.03,1.0
Whitefield,1155,2.0,59.95,2.0
Cunningham Road,5270,4.0,1250.0,4.0
Anekal,656,2.0,22.0,2.0
New Gurappana Palya,1100,2.0,48.0,2.0
Mahadevpura,1150,2.0,52.0,2.0
Chelekare,600,1.0,60.0,1.0
Ambedkar Colony,1468,2.0,140.0,2.0
Palanahalli,4300,5.0,550.0,4.0
Whitefield,2280,4.0,126.0,3.0
Hegde Nagar,1341,2.0,97.0,2.0
Jakkur,1279,2.0,77.0,2.0
Electronic City Phase II,2225,4.0,98.88,4.0
Thanisandra,1185,2.0,43.51,2.0
Vadarpalya,1750,3.0,85.0,3.0
Kudlu,1152,2.0,53.5,2.0
Shivanagar,1000,4.0,160.0,5.0
Hulimavu,1300,2.0,36.0,2.0
Varthur Road,2760,4.0,155.0,4.0
5th Phase JP Nagar,1070,2.0,39.0,2.0
Uttarahalli,1101,2.0,45.0,2.0
V.V Puram,775,2.0,55.0,2.0
Yeshwanthpur,667,1.0,36.85,1.0
Electronic City,1070,2.0,55.0,2.0
Old Airport Road,1875,2.0,110.0,3.0
Kundalahalli,735,2.0,57.99,2.0
Sarjapur,4360,4.0,90.0,5.0
Koramangala,1750,3.0,130.0,3.0
Marathahalli,1215,2.0,67.0,2.0
Sector 3 HSR Layout,600,9.0,190.0,9.0
Vishwapriya Layout,820,2.0,30.0,2.0
Banashankari Stage VI,1160 - 1195,2.0,59.935,2.0
Battarahalli,1779,3.0,89.61,3.0
HMT Layout,1105,2.0,58.0,2.0
Basavanagara,1000Sq. Meter,2.0,93.0,1.0
Whitefield,1650,3.0,60.0,3.0
Jalahalli,1694,2.0,150.0,2.0
Hosakerehalli,2376,3.0,203.0,3.0
Cox Town,1975,3.0,150.0,3.0
Kammasandra,674,2.0,33.0,2.0
Kaggadasapura,1185,2.0,41.0,2.0
 Thanisandra,445,1.0,28.0,1.0
Mylasandra,900,7.0,76.0,6.0
HSR Layout,1475,3.0,75.0,3.0
Gottigere,1618,3.0,82.5,3.0
Koramangala,1120,2.0,65.0,2.0
Marathahalli,2181,3.0,152.0,4.0
Vidyaranyapura,1200,4.0,90.0,4.0
Nagondanahalli,600,4.0,65.0,6.0
Bannerghatta Road,1556,2.0,59.13,3.0
Bannerghatta Road,1179,2.0,66.02,2.0
Thanisandra,1296,2.0,83.0,2.0
Kaggadasapura,1275,2.0,52.0,2.0
Kalasipalya,1875,2.0,300.0,7.0
Kathriguppe,1400,2.0,77.0,3.0
Gottigere,1222,2.0,63.0,2.0
Electronic City,940,2.0,41.0,2.0
Thanisandra,1185,2.0,42.6,2.0
Tumkur Road,1779,3.0,112.0,3.0
Begur Road,1615,3.0,59.76,3.0
JP Nagar,4000 - 5249,,453.0,4.0
Haralur Road,1056,2.0,61.0,2.0
7th Phase JP Nagar,1100,2.0,46.0,2.0
Arekere,920,2.0,40.0,2.0
ITI Layout,1602,2.0,75.0,3.0
Padmanabhanagar,1176,2.0,62.0,2.0
HBR Layout,675,3.0,59.0,4.0
Richmond Town,1352,3.0,135.0,3.0
Kasavanhalli,1717,3.0,99.0,3.0
4 Bedroom Farm House in Bagalur,10961,4.0,80.0,4.0
Bhoganhalli,2119,4.0,111.0,4.0
Vittasandra,1246,2.0,67.3,2.0
Anandapura,1141,2.0,42.79,2.0
Hennur Road,1157,2.0,84.0,2.0
Chandapura,1025,2.0,27.68,2.0
Yelahanka New Town,650,1.0,33.0,1.0
Hebbal,1349,2.0,98.0,2.0
Narayanapura,1566,3.0,83.3,3.0
Sahakara Nagar,2830,3.0,195.0,4.0
Electronic City,1320,2.0,38.13,3.0
manyata park,1780,3.0,84.83,3.0
Varthur,1091,2.0,34.9,2.0
Rachenahalli,3670,4.0,300.0,4.0
7th Phase JP Nagar,918,2.0,50.49,2.0
Yeshwanthpur,1950,4.0,130.0,4.0
Panathur,1695,3.0,90.0,3.0
Yelahanka,1705,3.0,95.0,3.0
Kalyan nagar,1375,3.0,75.0,3.0
Kanakpura Road,525,1.0,30.0,1.0
Whitefield,1447,2.0,83.0,2.0
Thanisandra,1114,2.0,39.0,2.0
7th Phase JP Nagar,1450,2.0,100.0,3.0
Belathur,460,1.0,15.0,2.0
Vasanthapura,1022,2.0,40.0,2.0
Hebbal,1000,2.0,45.0,2.0
Electronic City,1128,2.0,68.75,2.0
Kanakpura Road,1180,2.0,57.0,2.0
TC Palaya,1000,6.0,69.0,6.0
Nagarbhavi,1200,2.0,150.0,2.0
Sadashiva Nagar,3761,3.0,660.0,3.0
Kanakpura Road,1339,2.0,75.0,2.0
Yelachenahalli,1400,2.0,55.0,3.0
7th Phase JP Nagar,1040,2.0,39.52,2.0
Kadugodi,1198,2.0,58.0,2.0
Shirdi Sai Layout,1200,3.0,95.0,4.0
Sarjapur  Road,1691,3.0,113.0,3.0
Bisuvanahalli,1075,3.0,36.0,3.0
1st Block Jayanagar,1630,3.0,194.0,3.0
8th Phase JP Nagar,1240,3.0,43.5,3.0
Bannerghatta Road,1115 - 1130,2.0,58.935,2.0
Mallasandra,1665,3.0,86.58,3.0
Marathahalli,2489,3.0,94.0,3.0
Brookefield,1142,2.0,70.0,2.0
Kodbisanhalli,1976,3.0,184.0,3.0
Sathya Sai Layout,5500,4.0,600.0,4.0
Kothannur,1853,3.0,82.0,3.0
Vijayanagar,600,4.0,72.0,8.0
Kasturi Nagar,1567,2.0,92.0,2.0
Talaghattapura,1090,2.0,27.24,2.0
Raja Rajeshwari Nagar,1200,4.0,125.0,6.0
Indiranagar HAL 2nd Stage,2400,4.0,640.0,4.0
Electronics City Phase 1,1175,2.0,51.47,2.0
Subramanyapura,1200,2.0,52.0,2.0
Kodichikkanahalli,995,2.0,41.0,2.0
Magadi Road,884,2.0,41.1,2.0
Vishwanatha Nagenahalli,900,3.0,80.0,5.0
Yeshwanthpur,1170,2.0,57.0,2.0
KR Puram,1225,2.0,46.55,2.0
Electronic City,1342,2.0,73.3,2.0
Uttarahalli,1345,2.0,67.0,2.0
Kodigehaali,1320,3.0,65.0,3.0
Singapura Village,1100Sq. Yards,2.0,45.0,2.0
Raja Rajeshwari Nagar,1140,2.0,49.39,2.0
Battarahalli,1300,2.0,50.0,2.0
Hosa Road,1652,3.0,85.0,3.0
Thigalarapalya,2072,4.0,142.0,3.0
Arekere,1740,2.0,95.0,3.0
Electronic City,1360,2.0,71.0,3.0
Hosur Road,1145,2.0,60.0,3.0
Uttarahalli,1540,2.0,40.0,3.0
Sarjapur  Road,1278,2.0,95.0,2.0
Electronic City Phase II,630,1.0,40.0,1.0
Kanakpura Road,1100,3.0,58.0,3.0
Bendiganahalli,1200,3.0,95.0,3.0
Hosakerehalli Layout,2500,6.0,115.0,7.0
Chandapura,520 - 645,1.0,15.135,1.0
Chandapura,1015,2.0,25.88,2.0
Hosur Road,3300,5.0,240.0,5.0
Basaveshwara Nagar,4500,5.0,415.0,5.0
Gunjur,1356,2.0,66.0,3.0
Hennagara,823,2.0,28.0,2.0
TC Palaya,1200,2.0,66.0,3.0
Ramamurthy Nagar,1050,2.0,37.0,2.0
Ferrar Nagar,1180,2.0,69.0,2.0
Whitefield,1116,2.0,51.91,2.0
7th Phase JP Nagar,1070,2.0,42.79,2.0
Varthur,1385,2.0,80.0,2.0
Varthur,1000,1.0,70.0,1.0
Whitefield,1897,3.0,130.0,3.0
Magadi Road,1005,2.0,55.78,2.0
Green Glen Layout,1575,3.0,125.0,3.0
Subramanyapura,975,2.0,65.0,2.0
Hennur Road,1904,3.0,120.0,3.0
Kengeri Satellite Town,930,1.0,30.0,1.0
Kanakpura Road,525,1.0,26.0,1.0
BAGUR,686,1.0,17.0,1.0
Electronic City Phase II,2400,3.0,150.0,2.0
8th block Koramangala,1410,1.0,233.0,2.0
Sarjapur  Road,2238,3.0,140.0,3.0
Harlur,1174,2.0,69.0,2.0
Thubarahalli,3800,4.0,239.0,4.0
Whitefield,2225,2.0,125.0,3.0
M.G Road,1250,2.0,200.0,2.0
Jigani,918,2.0,52.0,2.0
Mahadevpura,1250,2.0,52.0,2.0
Sarjapur  Road,1800,3.0,110.0,3.0
Marathahalli,1170,2.0,53.0,2.0
Byatarayanapura,1300,1.0,200.0,1.0
Bannerghatta Road,793,2.0,45.0,2.0
Jakkur,1710,3.0,107.0,3.0
Kambipura,1082,2.0,57.5,3.0
Naganathapura,1001,2.0,33.03,2.0
Srinivasa Nagar,1500,4.0,180.0,4.0
Yelahanka,1590,2.0,54.0,3.0
Basavanagara,2400,2.0,80.0,3.0
Horamavu Banaswadi,1554,3.0,55.0,3.0
Thanisandra,1000 - 1285,2.0,43.415,2.0
Bellandur,4239,5.0,423.0,5.0
Konanakunte,884,1.0,58.0,2.0
Hosa Road,1045,2.0,98.89,2.0
Marathahalli,1019,2.0,49.86,2.0
Ambedkar Nagar,1935,4.0,130.0,3.0
Uttarahalli,1135,2.0,39.73,3.0
Lakshminarayana Pura,1680,3.0,150.0,3.0
Hebbal,2470,5.0,247.0,4.0
1st Phase JP Nagar,2825,4.0,250.0,4.0
Hosakerehalli,2480,3.0,330.0,3.0
5th Phase JP Nagar,1260,11.0,290.0,9.0
Ramamurthy Nagar,1800,4.0,187.0,5.0
Kasavanhalli,1799,3.0,90.0,3.0
Whitefield,3606 - 5091,,304.0,4.0
Attibele,400,1.0,11.0,1.0
Kundalahalli,1047,2.0,82.0,2.0
Kaverappa Layout,1282,2.0,87.0,2.0
NGR Layout,1020,2.0,45.9,2.0
Kammanahalli,1080,3.0,155.0,4.0
Whitefield,1495,2.0,79.5,2.0
Kasavanhalli,3260,4.0,240.0,4.0
Divya Unnathi Layout,1611,2.0,64.44,3.0
Koramangala,3500,5.0,425.0,4.0
Vasantha Vallabha Nagar,1500,2.0,95.0,3.0
Sahakara Nagar,1500,2.0,95.0,3.0
Yelahanka,3206,5.0,270.0,4.0
Uttarahalli,1540,3.0,50.0,3.0
Hosa Road,1639,3.0,80.0,3.0
Marathahalli,700,4.0,72.0,4.0
Raja Rajeshwari Nagar,1303,2.0,55.79,2.0
Koramangala,1005,1.0,110.0,2.0
Kammasandra,650 - 665,1.0,18.41,1.0
Chandapura,1305,3.0,33.28,3.0
Kothannur,600,4.0,95.0,3.0
sapthagiri Layout,1300,1.0,115.0,2.0
Brookefield,1440,2.0,68.0,3.0
Seegehalli,901,2.0,35.14,2.0
Rajaji Nagar,1725,3.0,200.0,3.0
Sarjapur,900,2.0,42.0,3.0
BEML Layout,1060,2.0,55.0,2.0
NGR Layout,1020,2.0,48.45,2.0
Varthur,1535,3.0,65.99,3.0
Alur,530,1.0,20.0,1.0
Haralur Road,1464,3.0,56.0,3.0
Devarabisanahalli,1350,2.0,80.0,2.0
Sarjapur  Road,1115,2.0,50.0,2.0
Uttarahalli,1175,2.0,47.0,2.0
Whitefield,1113,2.0,62.0,2.0
Uttarahalli,1200,4.0,225.0,6.0
Ramamurthy Nagar,1640,4.0,240.0,5.0
Giri Nagar,650,2.0,42.0,2.0
Marathahalli,1325,2.0,71.55,2.0
Electronics City Phase 1,950,2.0,31.0,2.0
Jakkur,1396,2.0,86.51,3.0
Rachenahalli,1050,2.0,52.07,2.0
Thanisandra,1825,3.0,100.0,3.0
7th Phase JP Nagar,1190,2.0,49.98,2.0
Marathahalli,1220,2.0,56.5,2.0
NRI Layout,1565,2.0,75.0,3.0
Hennur Road,1891,3.0,109.0,3.0
Sidedahalli,900,2.0,27.0,2.0
Hosa Road,1161,2.0,55.15,2.0
Sarjapur,633 - 666,1.0,17.535,1.0
Dwarka Nagar,2400,6.0,125.0,8.0
Rajaji Nagar,315,4.0,90.0,4.0
Yeshwanthpur,665,1.0,36.85,1.0
Mysore Road,1175,2.0,73.5,2.0
Hoodi,1425,2.0,80.0,2.0
Chikkabanavar,1200,1.0,20.0,1.0
ITPL,1200,3.0,56.12,3.0
Somasundara Palya,1255,2.0,67.0,2.0
Hegde Nagar,2112.95,4.0,145.0,3.0
Raja Rajeshwari Nagar,600,1.0,22.0,1.0
Haralur Road,1810,3.0,100.0,3.0
Indira Nagar,1200,2.0,93.0,2.0
Harlur,1033,2.0,49.0,2.0
ITPL,1548,3.0,89.5,3.0
Horamavu Banaswadi,1611,3.0,66.0,3.0
Electronic City Phase II,1400,2.0,40.43,3.0
Vidyaranyapura,1485,2.0,67.0,3.0
Margondanahalli,2400,2.0,82.0,2.0
Pattandur Agrahara,1025,2.0,44.5,2.0
Thurahalli,600,3.0,65.0,4.0
Hallehalli,1225,2.0,53.0,2.0
5th Phase JP Nagar,1256,2.0,62.8,2.0
Whitefield,2268,3.0,163.0,4.0
Kanakpura Road,1100,3.0,53.0,3.0
Vadarpalya,1141,2.0,62.0,2.0
Attibele,400,1.0,12.0,1.0
Chandapura,1400,2.0,60.0,2.0
Kattigenahalli,4100,7.0,140.0,7.0
Marathi Layout,5.31Acres,1.0,110.0,1.0
Weavers Colony,15,1.0,30.0,1.0
Raghavendra Nagar,1175,2.0,48.27,2.0
Sahakara Nagar,1100,2.0,56.0,2.0
Kanakpura Road,1843,3.0,95.84,3.0
1st Phase JP Nagar,1200,7.0,240.0,8.0
Horamavu Banaswadi,1460,2.0,80.5,2.0
Rachenahalli,1530,2.0,74.5,3.0
HSR Layout,1467,2.0,55.0,2.0
KR Layout,950,1.0,40.0,1.0
Vittasandra,1246,2.0,64.5,2.0
Kanakapura,711,1.0,38.0,1.0
Haralur Road,1194,2.0,46.0,2.0
Babusapalaya,1358,2.0,43.4,3.0
Nagasandra,1500,5.0,130.0,6.0
Hoodi,1420,2.0,75.0,2.0
Kathriguppe,1250,2.0,68.75,3.0
Akshaya Nagar,1280,2.0,58.0,2.0
Nagappa Reddy Layout,1209,2.0,50.0,2.0
Kempapura,4200,5.0,225.0,5.0
BTM 1st Stage,1215,4.0,205.0,4.0
Panathur,1315,2.0,54.8,3.0
Kariyammana Agrahara,1800,3.0,90.0,3.0
Hessarghatta,1600,4.0,125.0,5.0
TC Palaya,1600,2.0,65.0,3.0
Binnamangala,3968,5.0,900.0,6.0
Suraksha Nagar,1563,3.0,52.0,3.0
Whitefield,1560,2.0,72.0,3.0
Brookefield,2169,4.0,115.0,3.0
Lakshmi Layout,900,10.0,170.0,9.0
Rachenahalli,1050,2.0,55.5,2.0
Iblur Village,3235,3.0,235.0,3.0
TC Palaya,1200,3.0,66.0,3.0
HSR Layout,1140,2.0,46.0,2.0
7th Phase JP Nagar,1500,3.0,170.0,3.0
Horamavu Agara,1560,3.0,75.0,3.0
JP Nagar,1100,2.0,70.0,2.0
Kasavanhalli,1260,2.0,40.32,3.0
Hebbal,1036,2.0,50.0,2.0
Akshaya Nagar,1662,3.0,85.1,3.0
Yelachenahalli,1464,2.0,105.0,3.0
Yelahanka,1234,2.0,80.0,2.0
Sarjapur  Road,1403,3.0,55.0,3.0
Kadugondanahalli,915,4.0,54.9,4.0
2nd Stage Nagarbhavi,3000,8.0,451.0,6.0
Seegehalli,1150,2.0,42.9,3.0
Hebbal,3900,4.0,410.0,4.0
Yeshwanthpur,850,4.0,90.0,5.0
Kanakapura,929,2.0,46.0,2.0
2nd Stage Nagarbhavi,2400,8.0,450.0,6.0
TC Palaya,1350,2.0,75.0,3.0
Vasanthapura,1135,2.0,39.73,2.0
Basava Nagar,1405,2.0,70.0,2.0
Whitefield,1200,2.0,45.84,2.0
Haralur Road,2805,4.0,154.0,4.0
Yeshwanthpur,1161,2.0,64.08,2.0
Kanakpura Road,1290,2.0,74.0,2.0
Yeshwanthpur,2557,3.0,141.0,3.0
2nd Block Hrbr Layout,1480,3.0,90.0,3.0
BTM 1st Stage,3300,14.0,500.0,9.0
Old Madras Road,1350,3.0,54.54,3.0
Kadugodi,1580,2.0,65.0,3.0
Banashankari,1470,2.0,88.64,3.0
Ananth Nagar,500,1.0,14.0,1.0
Sarjapur  Road,1346,2.0,61.92,2.0
Canara Bank Layout,1600,3.0,90.0,3.0
Naganathapura,720,2.0,120.0,2.0
Narasapura,30Acres,2.0,29.5,2.0
Manjunath Nagar,1200,4.0,135.0,4.0
Basapura,1200,2.0,35.0,2.0
Channasandra,1340,2.0,48.33,3.0
Devanahalli,6136,4.0,560.0,4.0
Jigani,918,2.0,48.0,2.0
Singena Agrahara,1500,3.0,115.0,3.0
Yelahanka,1315,2.0,85.0,2.0
Sector 1 HSR Layout,2400,5.0,775.0,4.0
Uttarahalli,1390,2.0,62.55,3.0
Uttarahalli,1330,2.0,56.0,3.0
Jalahalli,3100,4.0,265.0,5.0
Mango Garden Layout,1824,3.0,125.0,3.0
7th Phase JP Nagar,1420,2.0,96.0,3.0
Kacharakanahalli,750,1.0,56.25,1.0
Jalahalli East,1260,2.0,60.0,3.0
Hennur Road,1561,3.0,95.0,3.0
5th Phase JP Nagar,812,6.0,165.0,9.0
"Bidere Agarahara, Behind Safal market",1060,2.0,42.0,2.0
Hoodi,1120,8.0,145.0,8.0
Haralur Road,1225,2.0,67.38,2.0
Thanisandra,2144,3.0,135.0,3.0
Kengeri,1200,6.0,140.0,7.0
Electronic City,880,2.0,29.0,2.0
Hoodi,1639,3.0,110.0,3.0
Thanisandra,1240,2.0,62.0,3.0
Kanakpura Road,1500,2.0,69.0,2.0
Haralur Road,1243,2.0,46.0,2.0
Marathahalli,1575,3.0,78.0,3.0
Haralur Road,1027,2.0,44.0,2.0
Kambipura,1082,2.0,56.0,3.0
Konanakunte,1637,3.0,73.0,3.0
Kanakpura Road,1665,3.0,86.58,3.0
Electronic City,1265,2.0,56.93,2.0
Electronic City,1691,2.0,102.0,3.0
Thanisandra,1100,2.0,38.0,2.0
Grihalakshmi Layout,24,2.0,150.0,5.0
Gopalkrishna Nagar,1500,3.0,62.0,3.0
Hosakerehalli,3205,5.0,380.0,4.0
Kammanahalli,1666,4.0,150.0,5.0
Choodasandra,1115,2.0,50.0,2.0
Mysore Road,1070,2.0,45.0,2.0
Indira Nagar,1128,2.0,105.0,2.0
Budigere,1162,2.0,57.0,2.0
Sai Gardens,1339,2.0,55.0,2.0
Mahadevpura,1192,2.0,75.0,2.0
Haralur Road,1920,3.0,115.0,3.0
Hennur,1255,2.0,52.32,2.0
Rajaji Nagar,1357,2.0,115.0,2.0
Dodda Kempaiah Layout,1600,3.0,75.0,3.0
Hanumanth Nagar,1225,2.0,55.11,2.0
Whitefield,2400,4.0,200.0,4.0
Kasturi Nagar,1570,3.0,80.0,3.0
Thanisandra,1093,2.0,70.0,2.0
Basaveshwara Nagar,1865,3.0,145.0,3.0
R.T. Nagar,1200,7.0,165.0,6.0
Kaikondrahalli,1039,2.0,80.0,2.0
Vittasandra,1246,2.0,64.5,2.0
Whitefield,1985,3.0,75.0,3.0
Hosakerehalli,1590,3.0,49.0,3.0
Hunasamaranahalli,4000,4.0,675.0,4.0
Electronic City Phase II,775,2.0,38.0,2.0
RWF West Colony,1000,2.0,50.0,2.0
Hebbal Kempapura,1800,3.0,175.0,3.0
Bommasandra,1035,2.0,41.0,2.0
Dasarahalli,1520,2.0,75.0,3.0
Whitefield,1360,2.0,95.0,2.0
Bileshivale,6000,5.0,400.0,4.0
Kodigehaali,1117,2.0,56.0,2.0
KR Puram,1200,4.0,120.0,4.0
EPIP Zone,1330,2.0,92.5,2.0
Marathahalli,1937,3.0,160.0,3.0
Electronic City,1128,2.0,65.49,2.0
Neeladri Nagar,1053,2.0,45.0,2.0
Panathur,1198,2.0,77.0,2.0
Marathahalli,1152,2.0,56.0,2.0
1st Block Jayanagar,1200,6.0,125.0,6.0
Frazer Town,1625,2.0,75.0,2.0
Kundalahalli,1397,3.0,105.0,3.0
Yeshwanthpur,1523,3.0,170.0,3.0
Kambipura,883,2.0,45.0,2.0
Kaggalipura,700,1.0,38.0,1.0
Yelahanka,1170,2.0,62.5,2.0
Kanakpura Road,1200,2.0,42.0,3.0
Manayata Tech Park,2400,3.0,170.0,3.0
Kullappa Colony,1480,2.0,65.0,2.0
Akshaya Nagar,1897,3.0,120.0,3.0
Rachenahalli,996,2.0,67.0,2.0
Haralur Road,1875,3.0,110.0,3.0
Williams Town,1500,2.0,98.0,3.0
Jaya Nagar East,3095,3.0,350.0,3.0
Ambalipura,1390,2.0,175.0,3.0
Yelahanka,1445 - 1455,3.0,65.255,3.0
Yelahanka,697,1.0,45.0,1.0
Sarjapur  Road,710,1.0,27.0,1.0
Iggalur,910,2.0,30.5,2.0
Sompura,1025,2.0,48.0,3.0
Magadi Road,884 - 1116,2.0,46.5,2.0
Harlur,1200,4.0,244.0,4.0
Horamavu Agara,1453,2.0,46.48,3.0
Sarjapur  Road,3335,5.0,300.0,4.0
Thanisandra,850 - 1093,2.0,36.435,2.0
Bellandur,1281,2.0,74.0,2.0
Cooke Town,565,1.0,35.0,1.0
Varthur,1024,2.0,42.0,2.0
Electronic City,1620,3.0,62.0,3.0
Whitefield,1254,2.0,40.0,2.0
Banashankari,1300,2.0,75.0,3.0
Doddakallasandra,1233,2.0,43.0,2.0
Chokkanahalli,1200,1.0,28.0,1.0
Hosur Road,1510,2.0,105.0,3.0
Kaggalipura,950,2.0,65.0,2.0
Battarahalli,1945,3.0,97.42,3.0
